电子工业出版社,,,,电子工业出版社,41.00,4502,12393882
电子工业出版社,,,,电子工业出版社,66.20,25415,12367744
人民邮电出版社,,,,人民邮电出版社,57.80,0,12418677
电子工业出版社,,,,电子工业出版社,54.40,0,12528357
机械工业出版社,,,,机械工业出版社,61.40,15155,12593612
人民邮电出版社,,,,人民邮电出版社,81.90,0,12835020
电子工业出版社,,,,电子工业出版社,70.20,0,12827014
静默时光图书专营店,9.01 高,9.67 高,9.03 中,静默时光图书专营店,72.00,0,40906323506
电子工业出版社,,,,电子工业出版社,54.40,25415,12480719
广东人民出版社图书专营店,9.14 高,9.35 高,8.71 低,广东人民出版社图书专营店,69.80,0,65651547064
人民邮电出版社,,,,人民邮电出版社,66.20,0,12592731
电子工业出版社官方旗舰店,9.17 中,8.92 中,8.77 低,电子工业出版社官方旗舰店,84.96,0,39232866417
人民邮电出版社,,,,人民邮电出版社,115.60,0,12568882
华心图书专营店,8.63 低,9.74 高,9.10 中,华心图书专营店,413.96,0,62760270425
清华大学出版社,,,,清华大学出版社,58.70,0,12600117
品阅轩图书专营店,8.49 低,8.29 低,9.40 高,品阅轩图书专营店,70.30,0,66406991415
电子工业出版社,,,,电子工业出版社,74.50,25415,12261161
人民邮电出版社,,,,人民邮电出版社,82.90,0,11896385
人民邮电出版社,,,,人民邮电出版社,41.00,0,11666319
中国人民大学出版社,,,,中国人民大学出版社,27.90,0,12296243
人民邮电出版社,,,,人民邮电出版社,91.10,0,12832594
清华大学出版社,,,,清华大学出版社,42.30,0,12418597
电子工业出版社,,,,电子工业出版社,74.50,0,12365097
翔坤图书专营店,9.06 中,9.87 高,8.75 低,翔坤图书专营店,155.25,0,46330246763
文轩网旗舰店,9.36 高,9.78 高,8.87 低,文轩网旗舰店,76.80,436,25740989105
化学工业出版社,,,,化学工业出版社,58.40,0,12711528
电子工业出版社,,,,电子工业出版社,78.00,18185,12333252
人民邮电出版社,,,,人民邮电出版社,57.80,0,12899622
博库网旗舰店,9.28 高,9.00 中,9.01 中,博库网旗舰店,22.50,0,1392325966
清华大学出版社,,,,清华大学出版社,21.90,0,11760279
人民邮电出版社,,,,人民邮电出版社,57.80,0,11485222
淘乐思图书专营店,9.21 高,9.09 中,9.06 中,淘乐思图书专营店,55.50,0,34183052585
中国电力出版社,,,,中国电力出版社,66.00,0,12777434
人民邮电出版社,,,,人民邮电出版社,57.80,0,12382259
华心图书专营店,8.63 低,9.74 高,9.10 中,华心图书专营店,39.90,0,34550128533
人民邮电出版社,,,,人民邮电出版社,49.40,0,12163851
电子工业出版社,,,,电子工业出版社,62.30,0,12801066
机械工业出版社,,,,机械工业出版社,149.50,0,12808812
电子工业出版社,,,,电子工业出版社,78.00,0,12385123
机械工业出版社,,,,机械工业出版社,97.00,29006,12656938
明日科技京东自营旗舰店,,,,吉林大学出版社,191.30,43745,12597786
人民邮电出版社,,,,人民邮电出版社,57.80,0,12323267
亿书图书专营店,-- --,-- --,-- --,亿书图书专营店,48.00,0,67462338606
电子工业出版社,,,,电子工业出版社,46.50,0,12820408
机械工业出版社,,,,机械工业出版社,61.40,0,12591062
电子工业出版社,,,,电子工业出版社,41.00,13800,12071148
京东,,,,北京大学出版社,92.20,0,12659301
电子工业出版社,,,,电子工业出版社,54.40,0,12364204
电子工业出版社,,,,电子工业出版社,55.00,0,12516591
京东,,,,北京大学出版社,83.70,0,12673001
人民邮电出版社,,,,人民邮电出版社,65.60,0,12736346
人民邮电出版社,,,,人民邮电出版社,37.70,0,12303057
润知天下图书专营店,-- --,-- --,-- --,润知天下图书专营店,79.80,0,39979430016
京东,,,,华中科技大学出版社,69.30,0,12793050
书香神州图书专营店,8.81 低,9.59 高,8.80 低,书香神州图书专营店,179.00,0,41425888019
清华大学出版社,,,,清华大学出版社,84.20,0,12276775
机械工业出版社,,,,机械工业出版社,65.20,511,11889583
电子工业出版社,,,,电子工业出版社,70.20,65996,12700534
人民邮电出版社,,,,人民邮电出版社,57.80,0,12273412
机械工业出版社,,,,机械工业出版社,65.20,0,12391038
机械工业出版社,,,,机械工业出版社,70.30,0,12741670
清华大学出版社,,,,清华大学出版社,50.20,0,12227940
中国铁道出版社,,,,中国铁道出版社,56.80,0,12700670
机械工业出版社,,,,机械工业出版社,56.90,0,12506442
墨涵图书专营店,9.37 高,9.32 高,9.56 高,墨涵图书专营店,118.00,0,36818666321
人民邮电出版社,,,,人民邮电出版社,41.00,0,12550065
清华大学出版社,,,,清华大学出版社,33.20,0,12810084
清华大学出版社,,,,清华大学出版社,84.20,698,12578878
华研外语官方旗舰店,8.38 低,9.64 高,8.78 低,华研外语官方旗舰店,49.80,0,47862468421
机械工业出版社,,,,机械工业出版社,105.60,0,12482000
机械工业出版社,,,,机械工业出版社,65.20,0,12442779
人民邮电出版社,,,,人民邮电出版社,68.30,0,12651725
人民邮电出版社,,,,人民邮电出版社,57.80,0,12283479
人民邮电出版社,,,,人民邮电出版社,74.50,0,12550997
书香神州图书专营店,8.81 低,9.59 高,8.80 低,书香神州图书专营店,320.00,0,49719079251
清华大学出版社,,,,清华大学出版社,30.60,0,12509361
机械工业出版社,,,,机械工业出版社,40.40,0,12012431
人民邮电出版社,,,,人民邮电出版社,66.20,0,12832968
中国法律图书旗舰店,8.89 中,9.70 高,9.01 中,中国法律图书旗舰店,61.00,0,65353249462
清华大学出版社,,,,清华大学出版社,58.70,0,12482971
电子工业出版社,,,,电子工业出版社,93.80,0,12838698
中国水利水电出版社,,,,中国水利水电出版社,85.30,0,12615304
人民邮电出版社,,,,人民邮电出版社,57.80,0,12418677
人民邮电出版社,,,,人民邮电出版社,61.40,0,11993134
人民邮电出版社,,,,人民邮电出版社,82.90,0,12219342
电子工业出版社,,,,电子工业出版社,100.90,0,12844424
静默时光图书专营店,9.01 高,9.67 高,9.03 中,静默时光图书专营店,72.00,0,40906323506
人民邮电出版社,,,,人民邮电出版社,156.60,0,12842874
明日科技京东自营旗舰店,,,,吉林大学出版社,82.30,0,12647829
电子工业出版社,,,,电子工业出版社,70.20,0,12654474
人民邮电出版社,,,,人民邮电出版社,66.20,0,12592731
明日科技京东自营旗舰店,,,,吉林大学出版社,67.00,0,12353915
明日科技京东自营旗舰店,,,,吉林大学出版社,67.00,0,12859710
人民邮电出版社,,,,人民邮电出版社,74.50,0,12794078
华心图书专营店,8.63 低,9.74 高,9.10 中,华心图书专营店,413.96,0,62760270425
机械工业出版社,,,,机械工业出版社,98.20,0,12398725
机械工业出版社,,,,机械工业出版社,81.70,2292,12568751
电子工业出版社,,,,电子工业出版社,70.20,47782,12654873
人民邮电出版社,,,,人民邮电出版社,41.00,0,11666319
智博尚书京东自营旗舰店,,,,中国水利水电出版社,63.80,6356,12821118
机械工业出版社,,,,机械工业出版社,180.70,29009,12452929
人民邮电出版社,,,,人民邮电出版社,66.30,0,12585125
翔坤图书专营店,9.06 中,9.87 高,8.75 低,翔坤图书专营店,155.25,0,46330246763
北京大学出版社,,,,北京大学出版社,61.20,3546,12776266
清华大学出版社,,,,清华大学出版社,108.80,3331,12417265
人民邮电出版社,,,,人民邮电出版社,54.30,0,12863192
电子工业出版社,,,,电子工业出版社,78.00,18185,12333252
机械工业出版社,,,,机械工业出版社,86.00,0,12425597
人民邮电出版社,,,,人民邮电出版社,78.00,0,12682860
人民邮电出版社,,,,人民邮电出版社,63.50,0,11943853
人民邮电出版社,,,,人民邮电出版社,57.80,0,11485222
人民邮电出版社,,,,人民邮电出版社,54.40,0,12335366
人民邮电出版社,,,,人民邮电出版社,57.80,0,12063813
人民邮电出版社,,,,人民邮电出版社,66.30,0,12279949
华心图书专营店,8.63 低,9.74 高,9.10 中,华心图书专营店,39.90,0,34550128533
明日科技京东自营旗舰店,,,,吉林大学出版社,82.30,76665,12859724
文轩网旗舰店,9.36 高,9.78 高,8.87 低,文轩网旗舰店,57.10,0,1060018965
电子工业出版社,,,,电子工业出版社,78.00,0,12385123
电子工业出版社,,,,电子工业出版社,43.90,47784,12492797
中国水利水电出版社,,,,中国水利水电出版社,72.90,0,12458274
人民邮电出版社,,,,人民邮电出版社,57.80,0,12230702
亿书图书专营店,-- --,-- --,-- --,亿书图书专营店,48.00,0,67462338606
电子工业出版社,,,,电子工业出版社,101.70,12479,12829246
人民邮电出版社,,,,人民邮电出版社,91.30,0,12293703
人民邮电出版社,,,,人民邮电出版社,99.40,47402,12627795
电子工业出版社,,,,电子工业出版社,41.00,13800,12071148
清华大学出版社,,,,清华大学出版社,71.20,135910,12594658
中国水利水电出版社,,,,中国水利水电出版社,63.80,0,12392747
智博尚书京东自营旗舰店,,,,中国水利水电出版社,94.80,0,12626565
人民邮电出版社,,,,人民邮电出版社,65.60,0,12736346
人民邮电出版社,,,,人民邮电出版社,105.80,0,12186192
人民邮电出版社,,,,人民邮电出版社,82.90,0,12219342
人民邮电出版社,,,,人民邮电出版社,127.90,0,12830348
书香神州图书专营店,8.81 低,9.59 高,8.80 低,书香神州图书专营店,179.00,0,41425888019
中国水利水电出版社,,,,中国水利水电出版社,74.80,0,12645941
明日科技京东自营旗舰店,,,,吉林大学出版社,82.30,0,12647829
人民邮电出版社,,,,人民邮电出版社,66.20,0,12570153
人民邮电出版社,,,,人民邮电出版社,57.80,0,12273412
明日科技京东自营旗舰店,,,,吉林大学出版社,107.50,76665,12512461
人民邮电出版社,,,,人民邮电出版社,74.50,0,12794078
文轩网旗舰店,9.36 高,9.78 高,8.87 低,文轩网旗舰店,67.60,0,21738292624
中国铁道出版社,,,,中国铁道出版社,56.80,0,12700670
明日科技京东自营旗舰店,,,,吉林大学出版社,83.80,76665,12451724
电子工业出版社,,,,电子工业出版社,70.20,47782,12654873
清华大学出版社,,,,清华大学出版社,33.20,0,12810084
机械工业出版社,,,,机械工业出版社,48.70,29008,11864820
人民邮电出版社,,,,人民邮电出版社,75.40,0,12333540
人民邮电出版社,,,,人民邮电出版社,66.30,0,12585125
机械工业出版社,,,,机械工业出版社,65.20,0,12442779
北京大学出版社,,,,北京大学出版社,61.20,3546,12776266
凤凰新华书店旗舰店,8.74 低,8.71 低,8.73 低,凤凰新华书店旗舰店,78.00,0,31329707691
人民邮电出版社,,,,人民邮电出版社,79.70,0,12409581
机械工业出版社,,,,机械工业出版社,86.00,0,12425597
书香神州图书专营店,8.81 低,9.59 高,8.80 低,书香神州图书专营店,320.00,0,49719079251
人民邮电出版社,,,,人民邮电出版社,54.30,0,11896415
人民邮电出版社,,,,人民邮电出版社,46.50,0,12372646
人民邮电出版社,,,,人民邮电出版社,54.40,0,12335366
中国法律图书旗舰店,8.89 中,9.70 高,9.01 中,中国法律图书旗舰店,61.00,0,65353249462
人民邮电出版社,,,,人民邮电出版社,66.20,0,12301195
人民邮电出版社,,,,人民邮电出版社,78.00,0,11936238
文轩网旗舰店,9.36 高,9.78 高,8.87 低,文轩网旗舰店,57.10,0,1060018965
清华大学出版社,,,,清华大学出版社,67.20,92609,12460540
文轩网旗舰店,9.36 高,9.78 高,8.87 低,文轩网旗舰店,149.50,1152,40580160814
清华大学出版社,,,,清华大学出版社,67.80,92612,12467272
人民邮电出版社,,,,人民邮电出版社,57.80,0,12230702
机械工业出版社,,,,机械工业出版社,53.60,13140,12450676
人民邮电出版社,,,,人民邮电出版社,49.40,0,12786896
高等教育出版社,,,,高等教育出版社,27.30,0,12128326
人民邮电出版社,,,,人民邮电出版社,99.40,47402,12627795
电子工业出版社,,,,电子工业出版社,62.30,0,12580392
人民邮电出版社,,,,人民邮电出版社,85.10,0,11681561
友杰图书专营店,8.86 低,9.64 高,8.79 低,友杰图书专营店,54.50,0,27176955108
清华大学出版社,,,,清华大学出版社,67.20,0,12667860
智博尚书京东自营旗舰店,,,,中国水利水电出版社,94.80,0,12626565
机械工业出版社,,,,机械工业出版社,164.20,29006,12461168
人民邮电出版社,,,,人民邮电出版社,74.50,0,12631217
翔坤图书专营店,9.06 中,9.87 高,8.75 低,翔坤图书专营店,54.50,0,45873713471
人民邮电出版社,,,,人民邮电出版社,127.90,0,12830348
中国水利水电出版社,,,,中国水利水电出版社,212.50,0,12562129
清华大学出版社,,,,清华大学出版社,75.70,44370,12788164
人民邮电出版社,,,,人民邮电出版社,66.20,0,12570153
静默时光图书专营店,9.01 高,9.67 高,9.03 中,静默时光图书专营店,299.00,0,70445819119
人民邮电出版社,,,,人民邮电出版社,109.50,0,12659831
文轩网旗舰店,9.36 高,9.78 高,8.87 低,文轩网旗舰店,44.20,0,65865938532
文轩网旗舰店,9.36 高,9.78 高,8.87 低,文轩网旗舰店,67.60,0,21738292624
人民邮电出版社,,,,人民邮电出版社,41.40,0,12526039
电子工业出版社,,,,电子工业出版社,93.00,0,12456107
人民邮电出版社,,,,人民邮电出版社,41.00,0,11948817
机械工业出版社,,,,机械工业出版社,75.10,0,12614732
机械工业出版社,,,,机械工业出版社,48.70,29008,11864820
